20000381,1372661617620000381,1372662000,-8.5776528,41.1572868,27.279999999999998
20000381,1372661617620000381,1372662001,-8.5777332,41.1573162,25.68
20000381,1372661617620000381,1372662002,-8.5778136,41.1573456,25.08
20000381,1372661617620000381,1372662003,-8.577894,41.157375,26.08
20000381,1372661617620000381,1372662004,-8.5779744,41.1574044,28.279999999999998
20000381,1372661617620000381,1372662005,-8.5780548,41.1574338,26.48
20000381,1372661617620000381,1372662006,-8.5781352,41.1574632,24.88
20000381,1372661617620000381,1372662007,-8.5782156,41.1574926,28.279999999999998
20000381,1372661617620000381,1372662008,-8.578296,41.157522,46.96
20000381,1372661617620000381,1372662009,-8.5783038,41.1576384,47.56
20000381,1372661617620000381,1372662010,-8.5783116,41.1577548,46.96
20000381,1372661617620000381,1372662011,-8.5783194,41.1578712,44.56
20000381,1372661617620000381,1372662012,-8.5783272,41.1579876,47.760000000000005
20000381,1372661617620000381,1372662013,-8.578335,41.158104,48.56
20000381,1372661617620000381,1372662014,-8.5783428,41.1582204,45.760000000000005
20000381,1372661617620000381,1372662015,-8.5783506,41.1583368,44.760000000000005
20000381,1372661617620000381,1372662016,-8.578358399999999,41.1584532,44.56
20000381,1372661617620000381,1372662017,-8.5783662,41.1585696,45.760000000000005
20000381,1372661617620000381,1372662018,-8.578374,41.158685999999996,44.96
20000381,1372661617620000381,1372662019,-8.578381799999999,41.1588024,47.760000000000005
20000381,1372661617620000381,1372662020,-8.5783896,41.158918799999995,47.160000000000004
20000381,1372661617620000381,1372662021,-8.5783974,41.1590352,45.160000000000004
20000381,1372661617620000381,1372662022,-8.578405199999999,41.159151599999994,45.760000000000005
20000381,1372661617620000381,1372662023,-8.578413,41.159268,24.6
20000381,1372661617620000381,1372662024,-8.5784148,41.159324999999995,21.6
20000381,1372661617620000381,1372662025,-8.578416599999999,41.159382,22.2
20000381,1372661617620000381,1372662026,-8.5784184,41.159439,22.0
20000381,1372661617620000381,1372662027,-8.5784202,41.159496,21.0
20000381,1372661617620000381,1372662028,-8.578422,41.159552999999995,23.2
20000381,1372661617620000381,1372662029,-8.5784238,41.15961,21.8
20000381,1372661617620000381,1372662030,-8.5784256,41.159667,23.8
20000381,1372661617620000381,1372662031,-8.5784274,41.159724,22.8
